region,colour/name,year,stars,notes,entered by
Port,Unclear,1966,5,,HNE
Port,Unclear,1960,4,,HNE
Port,Unclear,1954,3,,HNE
Port,Unclear,1958,3,,HNE
Port,Unclear,1961,3,,HNE
Port,Unclear,1970,5,,HNE
Port,Unclear,1977,5,,HNE
Port,Unclear,1983,4,,HNE
Port,Unclear,1985,4,,HNE
Port,Unclear,1980,3,,HNE
Port,Unclear,1982,3,(v),HNE
Port,Unclear,1987,3,(v),HNE
Port,Unclear,1989,3,,HNE
Port,Unclear,1991,4,,HNE
Port,Unclear,1992,4,(v),HNE
Port,Unclear,1994,4,,HNE
Port,Unclear,1997,4,,HNE
Port,Unclear,1990,3,(v),HNE
Port,Unclear,1995,3,,HNE
Port,Unclear,1996,3,,HNE
Port,Unclear,1998,3,(v),HNE
Port,Unclear,1999,3,,HNE
Port,Unclear,2000,5,,HNE
Madeira,Multiple,1793,5,,HNE
Madeira,Multiple,1795,5,,HNE
Madeira,Multiple,1798,5,,HNE
Madeira,Multiple,1802,5,,HNE
Madeira,Multiple,1808,5,,HNE
Madeira,Multiple,1822,5,,HNE
Madeira,Multiple,1830,5,,HNE
Madeira,Multiple,1836,5,,HNE
Madeira,Multiple,1846,5,,HNE
Madeira,Multiple,1862,5,,HNE
Madeira,Multiple,1868,5,,HNE
Madeira,Multiple,1789,4,,HNE
Madeira,Multiple,1792,4,,HNE
Madeira,Multiple,1821,4,,HNE
Madeira,Multiple,1826,4,,HNE
Madeira,Multiple,1827,4,,HNE
Madeira,Multiple,1834,4,,HNE
Madeira,Multiple,1837,4,,HNE
Madeira,Multiple,1839,4,,HNE
Madeira,Multiple,1850,4,,HNE
Madeira,Multiple,1860,4,,HNE
Madeira,Multiple,1863,4,,HNE
Madeira,Multiple,1870,4,,HNE
Madeira,Multiple,1875,4,,HNE
Madeira,Multiple,1893,4,,HNE
Madeira,Multiple,1895,4,,HNE
Madeira,Multiple,1898,4,,HNE
Madeira,Multiple,1899,4,,HNE
Madeira,Multiple,1811,3,,HNE
Madeira,Multiple,1815,3,,HNE
Madeira,Multiple,1832,3,,HNE
Madeira,Multiple,1845,3,,HNE
Madeira,Multiple,1864,3,,HNE
Madeira,Multiple,1877,3,,HNE
Madeira,Multiple,1879,3,,HNE
Madeira,Multiple,1891,3,,HNE
Madeira,Multiple,1892,3,,HNE
Madeira,Multiple,1900,5,,HNE
Madeira,Multiple,1901,5,,HNE
Madeira,Multiple,1910,5,,HNE
Madeira,Multiple,1936,5,,HNE
Madeira,Multiple,1908,4,,HNE
Madeira,Multiple,1911,4,,HNE
Madeira,Multiple,1914,4,,HNE
Madeira,Multiple,1920,4,,HNE
Madeira,Multiple,1926,4,,HNE
Madeira,Multiple,1934,4,,HNE
Madeira,Multiple,1939,4,,HNE
Madeira,Multiple,1940,4,,HNE
Madeira,Multiple,1941,4,,HNE
Madeira,Multiple,1954,4,,HNE
Madeira,Multiple,1957,4,,HNE
Madeira,Multiple,1966,4,,HNE
Madeira,Multiple,1968,4,,HNE
Madeira,Multiple,1903,3,,HNE
Madeira,Multiple,1905,3,,HNE
Madeira,Multiple,1907,3,,HNE
Madeira,Multiple,1912,3,,HNE
Madeira,Multiple,1913,3,,HNE
Madeira,Multiple,1915,3,,HNE
Madeira,Multiple,1916,3,,HNE
Madeira,Multiple,1927,3,,HNE
Madeira,Multiple,1933,3,,HNE
Madeira,Multiple,1935,3,,HNE
Madeira,Multiple,1945,3,,HNE
Madeira,Multiple,1952,3,,HNE
Madeira,Multiple,1958,3,,HNE
Madeira,Multiple,1960,3,,HNE
Madeira,Multiple,1964,3,,HNE
Madeira,Multiple,1995,4,,HNE
Madeira,Multiple,1971,3,,HNE
California,Multiple,1941,5,,HNE
California,Multiple,1946,5,,HNE
California,Multiple,1951,5,,HNE
California,Multiple,1958,5,,HNE
California,Multiple,1965,5,,HNE
California,Multiple,1968,5,,HNE
California,Multiple,1969,5,(v),HNE
California,Multiple,1974,5,,HNE
California,Multiple,1942,4,,HNE
California,Multiple,1947,4,,HNE
California,Multiple,1956,4,,HNE
California,Multiple,1959,4,,HNE
California,Multiple,1963,4,,HNE
California,Multiple,1964,4,,HNE
California,Multiple,1966,4,,HNE
California,Multiple,1970,4,,HNE
California,Multiple,1973,4,,HNE
California,Multiple,1978,4,,HNE
California,Multiple,1944,3,,HNE
California,Multiple,1949,3,,HNE
California,Multiple,1955,3,,HNE
California,Multiple,1960,3,,HNE
California,Multiple,1961,3,,HNE
California,Multiple,1967,3,,HNE
California,Multiple,1971,3,,HNE
California,Multiple,1972,3,(v),HNE
California,Multiple,1975,3,,HNE
California,Multiple,1976,3,,HNE
California,Multiple,1979,3,,HNE
California,Multiple,1985,5,,HNE
California,Multiple,1991,5,,HNE
California,Multiple,1994,5,(v),HNE
California,Multiple,1997,5,,HNE
California,Multiple,1999,5,,HNE
California,Multiple,1980,4,,HNE
California,Multiple,1982,4,,HNE
California,Multiple,1989,4,(v),HNE
California,Multiple,1990,4,,HNE
California,Multiple,1992,4,,HNE
California,Multiple,1993,4,(v),HNE
California,Multiple,1995,4,(v),HNE
California,Multiple,1981,3,(v),HNE
California,Multiple,1984,3,,HNE
California,Multiple,1988,3,,HNE
California,Multiple,1996,3,,HNE
California,Multiple,1998,3,(v),HNE
California,Multiple,2000,4,,HNE
California,Multiple,2001,5,,HNE
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
